ID,NAME,BATTING_Tests_Mat,BATTING_Tests_Inns,BATTING_Tests_NO,BATTING_Tests_Runs,BATTING_Tests_HS,BATTING_Tests_Ave,BATTING_Tests_BF,BATTING_Tests_SR,BATTING_Tests_100,BATTING_Tests_50,BATTING_ODIs_Mat,BATTING_ODIs_Inns,BATTING_ODIs_NO,BATTING_ODIs_Runs,BATTING_ODIs_HS,BATTING_ODIs_Ave,BATTING_ODIs_BF,BATTING_ODIs_SR,BATTING_ODIs_100,BATTING_ODIs_50,BATTING_T20Is_Mat,BATTING_T20Is_Inns,BATTING_T20Is_NO,BATTING_T20Is_Runs,BATTING_T20Is_HS,BATTING_T20Is_Ave,BATTING_T20Is_BF,BATTING_T20Is_SR,BATTING_T20Is_100,BATTING_T20Is_50,BATTING_First-class_Mat,BATTING_First-class_Inns,BATTING_First-class_NO,BATTING_First-class_Runs,BATTING_First-class_HS,BATTING_First-class_Ave,BATTING_First-class_BF,BATTING_First-class_SR,BATTING_First-class_100,BATTING_First-class_50,BATTING_T20s_Mat,BATTING_T20s_Inns,BATTING_T20s_NO,BATTING_T20s_Runs,BATTING_T20s_HS,BATTING_T20s_Ave,BATTING_T20s_BF,BATTING_T20s_SR,BATTING_T20s_100,BATTING_T20s_50,BOWLING_Tests_Mat,BOWLING_Tests_Inns,BOWLING_Tests_Balls,BOWLING_Tests_Runs,BOWLING_Tests_Wkts,BOWLING_Tests_Ave,BOWLING_Tests_Econ,BOWLING_Tests_SR,BOWLING_ODIs_Mat,BOWLING_ODIs_Inns,BOWLING_ODIs_Balls,BOWLING_ODIs_Runs,BOWLING_ODIs_Wkts,BOWLING_ODIs_Ave,BOWLING_ODIs_Econ,BOWLING_ODIs_SR,BOWLING_T20Is_Mat,BOWLING_T20Is_Inns,BOWLING_T20Is_Balls,BOWLING_T20Is_Runs,BOWLING_T20Is_Wkts,BOWLING_T20Is_BBI,BOWLING_T20Is_BBM,BOWLING_T20Is_Ave,BOWLING_T20Is_Econ,BOWLING_T20Is_SR,BOWLING_T20Is_4w,BOWLING_T20s_Mat,BOWLING_T20s_Inns,BOWLING_T20s_Balls,BOWLING_T20s_Runs,BOWLING_T20s_Wkts,BOWLING_T20s_BBI,BOWLING_T20s_BBM,BOWLING_T20s_Ave,BOWLING_T20s_Econ,BOWLING_T20s_SR
29111,B Ghosh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,19,18*,-,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736407,Avilin Ghosh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,41,27,21,41,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-,-,-,-,-,-,-,-,-
220435,Arindam Ghosh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,88,11,2890,208*,38,7127,41,4,16,20,18,4,263,67,19,263,100,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,-,-,-,-,-,-,-,-,-
28935,Arindam Ghosh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29110,Ashok Ghosh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,1,127,29,13,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28920,Arnab Ghosh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29015,Arjit Ghosh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,22,0,586,109,27,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29109,Anant Ghosh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,1,55,17*,14,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29108,Susanta Ghose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29107,Dilip Ghose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,5,4,3,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29106,Wyankatrao Ghorpade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,24,1,457,97,20,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339057,PS Ghorpade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265827,PS Ghorpade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29105,Jayendrasinh Ghorpade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,99,7,2394,112,26,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29014,Rajesh Ghodge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,76,28,19,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29104,DS Ghodbole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,58,34,15,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726489,Pratik Ghodadra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,3,3,3,24,13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29034,Jugal Ghiya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,84,12,2259,137,31,,,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29103,VR Ghetge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,18,10,6,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28788,Feroze Ghayas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,48,13,549,47,16,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29102,Arun Ghatpande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,0,31,18,4,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29101,VK Ghatge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,10,0,106,35,11,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28811,Indrajit Ghatak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29100,Anup Ghatak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,57,21,247,44,7,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28810,Yogesh Ghare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,63,5,2035,147,35,,,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422889,Tushar Gharat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29099,Ramakant Gharat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,7,7,7,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079845,Sudip Gharami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958465,Kunal Ghansolkar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29098,JS Ghanshyam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,2,157,83,26,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29096,Ghani Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,30,27,15,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29097,Mohammad Ghani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,1,52,18,10,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419670,Kaushik Gandhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,39,4,1314,202,38,3393,39,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155390,Amar Ghale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28807,Sudhakar Ghag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,42,5,436,62,12,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29008,A Ghag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957047,Kuldeep Ghavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,5,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,-,-,-,-,-,-,-,-
714455,Sumit Ghadigaonkar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29013,Mazhar Ghadially,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,6,6,6,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960779,Suganda Ghadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290640,CH Ghadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,3,3,3,7,43,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,-,-,-,-,-,-,-,-
28950,Edward Gerrity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,1,55,34*,18,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29095,Om Gera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1*,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29012,Aman Gera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,2,132,27*,19,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28894,Karukayil John,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28949,William George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,2,2,2,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28948,Richard George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,28,16,7,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28804,B George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28759,Anand George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,13,0,446,81,34,,,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930181,Hitesh Gemini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28917,Gangadharan Geigy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29253,Shailender Gehlot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,27,7,159,47,8,432,37,0,0,8,2,2,1,1*,-,1,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,168,194,9,44285,44285,22,7,19
28803,R Gehlot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28801,Naresh Gehlot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,19,2,316,47,19,807,39,0,0,8,8,1,140,42,20,129,109,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,121,171,3,44210,44210,57,8,40
262318,Rahit Gehlani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426863,Syed Gayaz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54210,Gayathri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28799,Shekhar Gawli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,2,2,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29033,Vikas Gawate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,44,6,886,68,23,,,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814239,Prathamesh Gawas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,1,76,22,11,216,35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29011,Rajesh Gawande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,20,6,449,78*,32,,,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28798,Nitin Gawande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,20,2,426,63,24,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28796,Sameer Gavas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28795,Nilesh Gavas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29010,Mahesh Gavande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,20,3,82,15,5,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28790,V Gautham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081385,Saket Gautham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28789,Preetham Gautham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29032,M Gautham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,3,134,56,34,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240921,Shiv Gautam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,62,10,1730,150,33,4034,43,2,7,21,15,4,161,30,15,138,117,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,-,-,-,-,-,-,-,-,-
916925,Rahul Gautam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28903,Ravi Gautam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28905,NN Gautam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28896,Narayanan Gautam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,35,2,1007,190,31,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28899,Harsh Gautam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302208,Chidhambaram Gautam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,135,21,4716,264*,41,8534,55,10,24,48,41,11,511,53*,17,469,109,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,-,-,-,-,-,-,-,-,-
1064811,Amitkumar Gautam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,35,1,1197,159,35,2791,43,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159815,Anshuman Gautam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,28,28,28,54,52,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29009,Amrish Gautam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,40,7,1113,144*,34,,,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29031,Gaurishankar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,33,2,484,93,16,,,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587486,Gaurav Yadav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,5,45,21,9,52,87,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175438,Gaurav Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,11,15,1,44211,44211,15,8,11
1106112,Gaurav Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714569,Gaurav Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081216,Gaurav Sharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106124,Gaurav Praksah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132024,Gaurav Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,5,5,5,13,38,0,0,1,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,18,36,0,-,-,-,12,-
28914,Gaurav Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106063,Gaurav Choudhary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107800,Gaurav Bhawar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159750,Gaurav Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176516,Gaurav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,3,3*,-,3,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,12,27,1,44223,44223,27,14,12
28786,Dilip Gaurang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29094,KBL Gaur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,1,30,16,8,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960787,Sonali Gaunder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29093,Om Gaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,79,43,20,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29092,Kailash Gattani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,148,35,1860,100,16,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29091,Gatoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,11,1,175,31,18,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29090,BK Garudachar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,44,6,1126,164,30,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28785,Rajesh Garsondia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,48,18,334,28*,11,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29042,Gaganinder Garry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28947,Roger Garnons-Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,0,178,40,20,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28946,Frank Garnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,11,0,192,54,17,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960979,Priyanka Garkhede,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725435,Aditya Garhwal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,26,2,422,52,18,326,129,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,7,96,102,6,44234,44234,17,6,16
1070180,Priyam Garg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,15,3,814,206,68,1404,58,2,4,11,10,2,227,59*,28,171,133,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,-,-,-,-,-,-,-,-,-
723207,Lakshay Garg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,15,1,226,73,16,472,48,0,2,21,11,6,79,18*,16,58,136,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,21,404,514,13,44269,44269,40,8,31
961055,Ayushi Garg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176957,Yash Gardharia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,12,28,0,-,-,-,14,-
28945,Alexander Garbis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,1,132,50,26,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28937,Ajoy Garai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28980,Yeshwant Gaonkar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28784,Harshanand Gaonkar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,20,10,10,45,44,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814241,Deepraj Gaonkar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,0,111,74,22,256,43,0,1,12,9,1,142,48,18,148,96,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,6,72,76,2,44205,44205,38,6,36
960777,Bharati Gaonkar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28995,Rohan Ganpule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29089,P Ganpat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,17,1,341,56*,21,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29088,SK Ganorkar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,3,5,5*,3,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057392,Sachin Gankal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
